,address
1059,"('37.486005 55.651978', 'район Тропарёво-Никулино')"
1060,"('37.539742 55.749162', 'Пресненский район')"
1061,"('37.62369 55.700035', 'Донской район')"
1062,"('37.515164 55.805837', 'район Аэропорт')"
1063,"('37.539742 55.749162', 'Пресненский район')"
1064,"('37.531289 55.790231', 'Хорошёвский район')"
1065,"('37.512766 55.803282', 'район Сокол')"
1066,"('37.533858 55.79889', 'Хорошёвский район')"
1067,"('37.539742 55.749162', 'Пресненский район')"
1068,"('37.539742 55.749162', 'Пресненский район')"
1069,"('37.531289 55.790231', 'Хорошёвский район')"
1070,"('37.531289 55.790231', 'Хорошёвский район')"
1071,"('37.531289 55.790231', 'Хорошёвский район')"
1072,"('37.51573 55.666624', 'Обручевский район')"
1073,"('37.532107 55.801835', 'Не определен')"
1074,"('37.539742 55.749162', 'Пресненский район')"
1075,"('37.531289 55.790231', 'Хорошёвский район')"
1076,"('37.539742 55.749162', 'Пресненский район')"
1077,"('37.531289 55.790231', 'Хорошёвский район')"
1078,"('37.559388 55.791248', 'район Аэропорт')"
1079,"('37.621552 55.683909', 'Нагорный район')"
1080,"('37.521138 55.636311', 'район Коньково')"
1081,"('37.531289 55.790231', 'Хорошёвский район')"
1082,"('37.531289 55.790231', 'Хорошёвский район')"
1083,"('37.539742 55.749162', 'Пресненский район')"
1084,"('37.539742 55.749162', 'Пресненский район')"
1085,"('37.531289 55.790231', 'Хорошёвский район')"
1086,"('37.531289 55.790231', 'Хорошёвский район')"
1087,"('37.539742 55.749162', 'Пресненский район')"
1088,"('37.539742 55.749162', 'Пресненский район')"
1089,"('37.539742 55.749162', 'Пресненский район')"
1090,"('37.539742 55.749162', 'Пресненский район')"
1091,"('37.618767 55.65178', 'Не определен')"
1092,"('37.486733 55.663674', 'район Тропарёво-Никулино')"
1093,"('37.539742 55.749162', 'Пресненский район')"
1094,"('37.539742 55.749162', 'Пресненский район')"
1095,"('37.539742 55.749162', 'Пресненский район')"
1096,"('37.542949 55.748924', 'Пресненский район')"
1097,"('37.637551 55.806742', 'Алексеевский район')"
1098,"('37.539742 55.749162', 'Пресненский район')"
1099,"('37.539742 55.749162', 'Пресненский район')"
1100,"('37.539742 55.749162', 'Пресненский район')"
1101,"('37.514563 55.680747', 'Ломоносовский район')"
1102,"('37.619683 55.699949', 'Донской район')"
1103,"('37.628882 55.669518', 'район Нагатино-Садовники')"
1104,"('37.546803 55.79473', 'район Аэропорт')"
1105,"('37.516952 55.805133', 'район Аэропорт')"
1106,"('37.595097 55.717295', 'Донской район')"
1107,"('37.544997 55.68698', 'Гагаринский район')"
1108,"('37.634182 55.79098', 'Мещанский район')"
1109,"('37.639357 55.814345', 'Алексеевский район')"
1110,"('37.533966 55.649063', 'район Коньково')"
1111,"('37.520141 55.649886', 'район Коньково')"
1112,"('37.507017 55.623631', 'район Тёплый Стан')"
1113,"('37.572378 55.687477', 'Академический район')"
1114,"('37.56989 55.683696', 'Академический район')"
1115,"('37.565335 55.679514', 'Академический район')"
1116,"('37.572378 55.687477', 'Академический район')"
1117,"('37.642042 55.820642', 'Алексеевский район')"
1118,"('37.628002 55.668417', 'район Нагатино-Садовники')"
1119,"('37.523465 55.64192', 'район Коньково')"
1120,"('37.523465 55.64192', 'район Коньково')"
1121,"('37.511508 55.807956', 'район Сокол')"
1122,"('37.560377 55.697914', 'Гагаринский район')"
1123,"('37.560377 55.697914', 'Гагаринский район')"
1124,"('37.618965 55.644623', 'Не определен')"
1125,"('37.54356 55.66076', 'Обручевский район')"
1126,"('37.559541 55.673905', 'район Черёмушки')"
1127,"('37.668022 55.645964', 'район Москворечье-Сабурово')"
1128,"('37.668022 55.645964', 'район Москворечье-Сабурово')"
1129,"('37.693606 55.639349', 'район Москворечье-Сабурово')"
1130,"('37.48587 55.662359', 'район Тропарёво-Никулино')"
1131,"('37.526726 55.741987', 'район Дорогомилово')"
1132,"('37.50946 55.677433', 'район Проспект Вернадского')"
1133,"('37.63668 55.800595', 'Не определен')"
1134,"('37.63668 55.800595', 'Не определен')"
1135,"('37.63668 55.800595', 'Не определен')"
1136,"('37.66265 55.844041', 'район Свиблово')"
1137,"('37.572396 55.685731', 'Академический район')"
1138,"('37.55248 55.670021', 'Обручевский район')"
1139,"('37.55248 55.670021', 'Обручевский район')"
1140,"('37.541512 55.656037', 'район Черёмушки')"
1141,"('37.541512 55.656037', 'район Черёмушки')"
1142,"('37.541512 55.656037', 'район Черёмушки')"
1143,"('37.541512 55.656037', 'район Черёмушки')"
1144,"('37.541512 55.656037', 'район Черёмушки')"
1145,"('37.541512 55.656037', 'район Черёмушки')"
1146,"('37.541512 55.656037', 'район Черёмушки')"
1147,"('37.541512 55.656037', 'район Черёмушки')"
1148,"('37.541512 55.656037', 'район Черёмушки')"
1149,"('37.541512 55.656037', 'район Черёмушки')"
1150,"('37.541512 55.656037', 'район Черёмушки')"
1151,"('37.541512 55.656037', 'район Черёмушки')"
1152,"('37.541512 55.656037', 'район Черёмушки')"
1153,"('37.541512 55.656037', 'район Черёмушки')"
1154,"('37.541512 55.656037', 'район Черёмушки')"
1155,"('37.55248 55.670021', 'Обручевский район')"
1156,"('37.55248 55.670021', 'Обручевский район')"
1157,"('37.519872 55.632901', 'район Коньково')"
1158,"('37.507484 55.61813', 'район Ясенево')"
1159,"('37.507484 55.61813', 'район Ясенево')"
1160,"('37.507484 55.61813', 'район Ясенево')"
1161,"('37.507484 55.61813', 'район Ясенево')"
1162,"('37.507484 55.61813', 'район Ясенево')"
1163,"('37.511445 55.663842', 'Обручевский район')"
1164,"('37.511445 55.663842', 'Обручевский район')"
1165,"('37.511445 55.663842', 'Обручевский район')"
1166,"('37.511445 55.663842', 'Обручевский район')"
1167,"('37.537973 55.653136', 'район Коньково')"
1168,"('37.547414 55.666487', 'Обручевский район')"
1169,"('37.511445 55.663842', 'Обручевский район')"
1170,"('37.511445 55.663842', 'Обручевский район')"
1171,"('37.521138 55.636311', 'район Коньково')"
1172,"('37.527965 55.691963', 'район Раменки')"
1173,"('37.55778 55.749836', 'район Дорогомилово')"
1174,"('37.556379 55.750515', 'Не определен')"
1175,"('37.556379 55.750515', 'Не определен')"
1176,"('37.520842 55.804951', 'район Аэропорт')"
1177,"('37.622306 55.69488', 'Донской район')"
1178,"('37.620698 55.653644', 'Не определен')"
1179,"('37.624256 55.633226', 'район Чертаново Северное')"
1180,"('37.618776 55.650002', 'Не определен')"
1181,"('37.595249 55.582991', 'район Чертаново Южное')"
1182,"('37.595249 55.582991', 'район Чертаново Южное')"
1183,"('37.595465 55.581373', 'район Чертаново Южное')"
1184,"('37.539087 55.747115', 'Пресненский район')"
1185,"('37.540245 55.748179', 'Пресненский район')"
1186,"('37.535071 55.747622', 'Пресненский район')"
1187,"('37.535071 55.747622', 'Пресненский район')"
1188,"('37.535071 55.747622', 'Пресненский район')"
1189,"('37.535071 55.747622', 'Пресненский район')"
1190,"('37.535071 55.747622', 'Пресненский район')"
1191,"('37.658347 55.835008', 'район Ростокино')"
1192,"('37.559388 55.791248', 'район Аэропорт')"
1193,"('37.559388 55.791248', 'район Аэропорт')"
1194,"('37.520348 55.805791', 'район Аэропорт')"
1195,"('37.54356 55.66076', 'Обручевский район')"
1196,"('37.519872 55.632901', 'район Коньково')"
1197,"('37.572378 55.687477', 'Академический район')"
1198,"('37.620698 55.653644', 'Не определен')"
1199,"('37.513305 55.806059', 'район Аэропорт')"
1200,"('37.516952 55.805133', 'район Аэропорт')"
1201,"('37.507484 55.61813', 'район Ясенево')"
1202,"('37.507484 55.61813', 'район Ясенево')"
1203,"('37.559388 55.791248', 'район Аэропорт')"
1204,"('37.55248 55.670021', 'Обручевский район')"
1205,"('37.559388 55.791248', 'район Аэропорт')"
1206,"('37.511445 55.663842', 'Обручевский район')"
1207,"('37.595249 55.582991', 'район Чертаново Южное')"
1208,"('37.511445 55.663842', 'Обручевский район')"
1209,"('37.531289 55.790231', 'Хорошёвский район')"
1210,"('37.481001 55.663024', 'район Тропарёво-Никулино')"
1211,"('37.54356 55.66076', 'Обручевский район')"
1212,"('37.526259 55.643632', 'район Коньково')"
1213,"('37.532107 55.801835', 'Не определен')"
1214,"('37.559388 55.791248', 'район Аэропорт')"
1215,"('37.628882 55.669518', 'район Нагатино-Садовники')"
1216,"('37.582125 55.77874', 'район Беговой')"
1217,"('37.582125 55.77874', 'район Беговой')"
1218,"('37.560781 55.787001', 'район Беговой')"
1219,"('37.512344 55.804956', 'район Сокол')"
1220,"('37.543327 55.687497', 'Гагаринский район')"
1221,"('37.543327 55.687497', 'Гагаринский район')"
1222,"('37.547405 55.688553', 'Гагаринский район')"
1223,"('37.543201 55.685782', 'Гагаринский район')"
1224,"('37.519467 55.802998', 'район Сокол')"
1225,"('37.608185 55.726142', 'район Якиманка')"
1226,"('37.582826 55.707451', 'Гагаринский район')"
1227,"('37.561553 55.69658', 'Гагаринский район')"
1228,"('37.659245 55.838369', 'район Ростокино')"
1229,"('37.572378 55.687477', 'Академический район')"
1230,"('37.566467 55.680554', 'Академический район')"
1231,"('37.565335 55.679514', 'Академический район')"
1232,"('37.517338 55.803681', 'район Сокол')"
1233,"('37.598348 55.591259', 'район Чертаново Южное')"
1234,"('37.523465 55.64192', 'район Коньково')"
1235,"('37.523465 55.64192', 'район Коньково')"
1236,"('37.488727 55.651516', 'Не определен')"
1237,"('37.601807 55.588415', 'район Чертаново Южное')"
1238,"('37.601807 55.588415', 'район Чертаново Южное')"
1239,"('37.602714 55.589203', 'район Чертаново Южное')"
1240,"('37.516449 55.681712', 'Ломоносовский район')"
1241,"('37.611392 55.729529', 'район Якиманка')"
1242,"('37.62051 55.655823', 'Не определен')"
1243,"('37.521569 55.633013', 'район Коньково')"
1244,"('37.521569 55.633013', 'район Коньково')"
1245,"('37.617204 55.633922', 'район Чертаново Северное')"
1246,"('37.504564 55.674504', 'район Проспект Вернадского')"
1247,"('37.481397 55.655772', 'район Тропарёво-Никулино')"
1248,"('37.559388 55.791248', 'район Аэропорт')"
1249,"('37.559388 55.791248', 'район Аэропорт')"
1250,"('37.559388 55.791248', 'район Аэропорт')"
1251,"('37.559388 55.791248', 'район Аэропорт')"
1252,"('37.67016 55.844576', 'Ярославский район')"
1253,"('37.709093 55.624505', 'район Орехово-Борисово Северное')"
1254,"('37.709093 55.624505', 'район Орехово-Борисово Северное')"
1255,"('37.709093 55.624505', 'район Орехово-Борисово Северное')"
1256,"('37.696337 55.638211', 'район Москворечье-Сабурово')"
1257,"('37.696867 55.638739', 'район Москворечье-Сабурово')"
1258,"('37.624085 55.684498', 'район Нагатино-Садовники')"
1259,"('37.633158 55.77798', 'Мещанский район')"
1260,"('37.640156 55.812388', 'Алексеевский район')"
1261,"('37.619854 55.666167', 'Нагорный район')"
1262,"('37.602579 55.578574', 'район Чертаново Южное')"
1263,"('37.631631 55.672016', 'район Нагатино-Садовники')"
1264,"('37.631631 55.672016', 'район Нагатино-Садовники')"
1265,"('37.631631 55.672016', 'район Нагатино-Садовники')"
1266,"('37.631631 55.672016', 'район Нагатино-Садовники')"
1267,"('37.631631 55.672016', 'район Нагатино-Садовники')"
1268,"('37.631631 55.672016', 'район Нагатино-Садовники')"
1269,"('37.631631 55.672016', 'район Нагатино-Садовники')"
1270,"('37.631631 55.672016', 'район Нагатино-Садовники')"
1271,"('37.63668 55.800595', 'Не определен')"
1272,"('37.636671 55.801566', 'Не определен')"
1273,"('37.662093 55.845855', 'район Свиблово')"
1274,"('37.662093 55.845855', 'район Свиблово')"
1275,"('37.662093 55.845855', 'район Свиблово')"
1276,"('37.662093 55.845855', 'район Свиблово')"
1277,"('37.662093 55.845855', 'район Свиблово')"
1278,"('37.662093 55.845855', 'район Свиблово')"
1279,"('37.662093 55.845855', 'район Свиблово')"
1280,"('37.662093 55.845855', 'район Свиблово')"
1281,"('37.662093 55.845855', 'район Свиблово')"
1282,"('37.662093 55.845855', 'район Свиблово')"
1283,"('37.511445 55.663842', 'Обручевский район')"
1284,"('37.481469 55.661689', 'район Тропарёво-Никулино')"
1285,"('37.481469 55.661689', 'район Тропарёво-Никулино')"
1286,"('37.481469 55.661689', 'район Тропарёво-Никулино')"
1287,"('37.48031 55.662242', 'район Тропарёво-Никулино')"
1288,"('37.48031 55.662242', 'район Тропарёво-Никулино')"
1289,"('37.48031 55.662242', 'район Тропарёво-Никулино')"
1290,"('37.48031 55.662242', 'район Тропарёво-Никулино')"
1291,"('37.527965 55.691963', 'район Раменки')"
1292,"('37.527965 55.691963', 'район Раменки')"
1293,"('37.527965 55.691963', 'район Раменки')"
1294,"('37.556379 55.750515', 'Не определен')"
1295,"('37.449677 55.725595', 'район Фили-Давыдково')"
1296,"('37.56017 55.78359', 'район Беговой')"
1297,"('37.591072 55.579653', 'район Чертаново Южное')"
1298,"('37.591072 55.579653', 'район Чертаново Южное')"
1299,"('37.591072 55.579653', 'район Чертаново Южное')"
1300,"('37.621354 55.622085', 'район Чертаново Северное')"
1301,"('37.620698 55.653644', 'Не определен')"
1302,"('37.621947 55.640274', 'район Чертаново Северное')"
1303,"('37.621947 55.640274', 'район Чертаново Северное')"
1304,"('37.63464 55.664593', 'район Нагатино-Садовники')"
1305,"('37.602526 55.60102', 'район Чертаново Южное')"
1306,"('37.599166 55.594514', 'район Чертаново Южное')"
1307,"('37.595249 55.582991', 'район Чертаново Южное')"
1308,"('37.646139 55.653319', 'район Москворечье-Сабурово')"
1309,"('37.673582 55.647071', 'район Москворечье-Сабурово')"
1310,"('37.627059 55.664456', 'район Нагатино-Садовники')"
1311,"('37.621552 55.683909', 'Нагорный район')"
1312,"('37.621552 55.683909', 'Нагорный район')"
1313,"('37.621552 55.683909', 'Нагорный район')"
1314,"('37.537434 55.749633', 'Пресненский район')"
1315,"('37.537434 55.749633', 'Пресненский район')"
1316,"('37.537434 55.749633', 'Пресненский район')"
1317,"('37.537434 55.749633', 'Пресненский район')"
1318,"('37.537434 55.749633', 'Пресненский район')"
1319,"('37.537434 55.749633', 'Пресненский район')"
1320,"('37.537434 55.749633', 'Пресненский район')"
1321,"('37.537434 55.749633', 'Пресненский район')"
1322,"('37.537434 55.749633', 'Пресненский район')"
1323,"('37.537434 55.749633', 'Пресненский район')"
1324,"('37.537434 55.749633', 'Пресненский район')"
1325,"('37.537434 55.749633', 'Пресненский район')"
1326,"('37.537434 55.749633', 'Пресненский район')"
1327,"('37.537434 55.749633', 'Пресненский район')"
1328,"('37.537434 55.749633', 'Пресненский район')"
1329,"('37.537434 55.749633', 'Пресненский район')"
1330,"('37.537434 55.749633', 'Пресненский район')"
1331,"('37.535071 55.747622', 'Пресненский район')"
1332,"('37.535071 55.747622', 'Пресненский район')"
1333,"('37.535071 55.747622', 'Пресненский район')"
1334,"('37.542949 55.748924', 'Пресненский район')"
1335,"('37.542949 55.748924', 'Пресненский район')"
1336,"('37.539742 55.749162', 'Пресненский район')"
1337,"('37.539742 55.749162', 'Пресненский район')"
1338,"('37.539742 55.749162', 'Пресненский район')"
1339,"('37.481001 55.663024', 'район Тропарёво-Никулино')"
1340,"('37.481001 55.663024', 'район Тропарёво-Никулино')"
1341,"('37.481001 55.663024', 'район Тропарёво-Никулино')"
1342,"('37.481001 55.663024', 'район Тропарёво-Никулино')"
1343,"('37.481001 55.663024', 'район Тропарёво-Никулино')"
1344,"('37.481001 55.663024', 'район Тропарёво-Никулино')"
1345,"('37.476169 55.727932', 'район Фили-Давыдково')"
1346,"('37.476169 55.727932', 'район Фили-Давыдково')"
1347,"('37.476169 55.727932', 'район Фили-Давыдково')"
1348,"('37.476169 55.727932', 'район Фили-Давыдково')"
1349,"('37.476169 55.727932', 'район Фили-Давыдково')"
1350,"('37.476169 55.727932', 'район Фили-Давыдково')"
1351,"('37.476169 55.727932', 'район Фили-Давыдково')"
1352,"('37.476169 55.727932', 'район Фили-Давыдково')"
1353,"('37.476169 55.727932', 'район Фили-Давыдково')"
1354,"('37.476169 55.727932', 'район Фили-Давыдково')"
1355,"('37.476169 55.727932', 'район Фили-Давыдково')"
1356,"('37.476169 55.727932', 'район Фили-Давыдково')"
1357,"('37.476169 55.727932', 'район Фили-Давыдково')"
1358,"('37.476169 55.727932', 'район Фили-Давыдково')"
1359,"('37.476169 55.727932', 'район Фили-Давыдково')"
1360,"('37.531289 55.790231', 'Хорошёвский район')"
1361,"('37.531289 55.790231', 'Хорошёвский район')"
1362,"('37.531289 55.790231', 'Хорошёвский район')"
1363,"('37.531289 55.790231', 'Хорошёвский район')"
1364,"('37.531289 55.790231', 'Хорошёвский район')"
1365,"('37.531289 55.790231', 'Хорошёвский район')"
1366,"('37.531289 55.790231', 'Хорошёвский район')"
1367,"('37.531289 55.790231', 'Хорошёвский район')"
1368,"('37.531289 55.790231', 'Хорошёвский район')"
1369,"('37.531289 55.790231', 'Хорошёвский район')"
1370,"('37.531289 55.790231', 'Хорошёвский район')"
1371,"('37.531289 55.790231', 'Хорошёвский район')"
1372,"('37.531289 55.790231', 'Хорошёвский район')"
1373,"('37.531289 55.790231', 'Хорошёвский район')"
1374,"('37.531289 55.790231', 'Хорошёвский район')"
1375,"('37.531289 55.790231', 'Хорошёвский район')"
1376,"('37.531289 55.790231', 'Хорошёвский район')"
1377,"('37.531289 55.790231', 'Хорошёвский район')"
1378,"('37.531289 55.790231', 'Хорошёвский район')"
1379,"('37.531289 55.790231', 'Хорошёвский район')"
1380,"('37.531289 55.790231', 'Хорошёвский район')"
1381,"('37.531289 55.790231', 'Хорошёвский район')"
1382,"('37.531289 55.790231', 'Хорошёвский район')"
1383,"('37.531289 55.790231', 'Хорошёвский район')"
1384,"('37.531289 55.790231', 'Хорошёвский район')"
1385,"('37.531289 55.790231', 'Хорошёвский район')"
1386,"('37.531289 55.790231', 'Хорошёвский район')"
1387,"('37.531289 55.790231', 'Хорошёвский район')"
1388,"('37.531289 55.790231', 'Хорошёвский район')"
1389,"('37.531289 55.790231', 'Хорошёвский район')"
1390,"('37.531289 55.790231', 'Хорошёвский район')"
1391,"('37.531289 55.790231', 'Хорошёвский район')"
1392,"('37.531289 55.790231', 'Хорошёвский район')"
1393,"('37.531289 55.790231', 'Хорошёвский район')"
1394,"('37.531289 55.790231', 'Хорошёвский район')"
1395,"('37.531289 55.790231', 'Хорошёвский район')"
1396,"('37.531289 55.790231', 'Хорошёвский район')"
1397,"('37.531289 55.790231', 'Хорошёвский район')"
1398,"('37.531289 55.790231', 'Хорошёвский район')"
1399,"('37.531289 55.790231', 'Хорошёвский район')"
1400,"('37.531289 55.790231', 'Хорошёвский район')"
1401,"('37.531289 55.790231', 'Хорошёвский район')"
1402,"('37.531289 55.790231', 'Хорошёвский район')"
1403,"('37.531289 55.790231', 'Хорошёвский район')"
1404,"('37.531289 55.790231', 'Хорошёвский район')"
1405,"('37.531289 55.790231', 'Хорошёвский район')"
1406,"('37.531289 55.790231', 'Хорошёвский район')"
1407,"('37.531289 55.790231', 'Хорошёвский район')"
1408,"('37.531289 55.790231', 'Хорошёвский район')"
1409,"('37.531289 55.790231', 'Хорошёвский район')"
1410,"('37.531289 55.790231', 'Хорошёвский район')"
1411,"('37.531289 55.790231', 'Хорошёвский район')"
1412,"('37.531289 55.790231', 'Хорошёвский район')"
1413,"('37.531289 55.790231', 'Хорошёвский район')"
1414,"('37.531289 55.790231', 'Хорошёвский район')"
1415,"('37.531289 55.790231', 'Хорошёвский район')"
1416,"('37.531289 55.790231', 'Хорошёвский район')"
1417,"('37.531289 55.790231', 'Хорошёвский район')"
1418,"('37.531289 55.790231', 'Хорошёвский район')"
1419,"('37.536832 55.789396', 'Хорошёвский район')"
1420,"('37.604448 55.588649', 'район Чертаново Южное')"
1421,"('37.567392 55.787837', 'район Аэропорт')"
1422,"('37.566728 55.787376', 'район Аэропорт')"
1423,"('37.527965 55.691963', 'район Раменки')"
1424,"('37.621552 55.683909', 'Нагорный район')"
1425,"('37.476169 55.727932', 'район Фили-Давыдково')"
1426,"('37.531289 55.790231', 'Хорошёвский район')"
1427,"('37.523213 55.790782', 'Хорошёвский район')"
1428,"('37.476169 55.727932', 'район Фили-Давыдково')"
1429,"('37.476169 55.727932', 'район Фили-Давыдково')"
1430,"('37.528855 55.73811', 'район Дорогомилово')"
1431,"('37.531289 55.790231', 'Хорошёвский район')"
1432,"('37.532107 55.801835', 'Не определен')"
1433,"('37.662093 55.845855', 'район Свиблово')"
1434,"('37.476169 55.727932', 'район Фили-Давыдково')"
1435,"('37.620698 55.653644', 'Не определен')"
1436,"('37.531289 55.790231', 'Хорошёвский район')"
1437,"('37.552741 55.691521', 'Гагаринский район')"
1438,"('37.560484 55.78646', 'район Беговой')"
1439,"('37.559388 55.791248', 'район Аэропорт')"
1440,"('37.662093 55.845855', 'район Свиблово')"
1441,"('37.531289 55.790231', 'Хорошёвский район')"
1442,"('37.662093 55.845855', 'район Свиблово')"
1443,"('37.620698 55.653644', 'Не определен')"
1444,"('37.531289 55.790231', 'Хорошёвский район')"
1445,"('37.557682 55.695829', 'Гагаринский район')"
1446,"('37.633688 55.780233', 'Мещанский район')"
1447,"('37.531289 55.790231', 'Хорошёвский район')"
1448,"('37.627059 55.664456', 'район Нагатино-Садовники')"
1449,"('37.559388 55.791248', 'район Аэропорт')"
1450,"('37.537434 55.749633', 'Пресненский район')"
1451,"('37.620698 55.653644', 'Не определен')"
1452,"('37.662093 55.845855', 'район Свиблово')"
1453,"('37.662093 55.845855', 'район Свиблово')"
1454,"('37.620698 55.653644', 'Не определен')"
1455,"('37.531289 55.790231', 'Хорошёвский район')"
1456,"('37.559388 55.791248', 'район Аэропорт')"
1457,"('37.662093 55.845855', 'район Свиблово')"
1458,"('37.599166 55.594514', 'район Чертаново Южное')"
1459,"('37.532107 55.801835', 'Не определен')"
1460,"('37.476169 55.727932', 'район Фили-Давыдково')"
1461,"('37.532107 55.801835', 'Не определен')"
1462,"('37.476169 55.727932', 'район Фили-Давыдково')"
1463,"('37.476169 55.727932', 'район Фили-Давыдково')"
1464,"('37.542949 55.748924', 'Пресненский район')"
1465,"('37.56017 55.78359', 'район Беговой')"
1466,"('37.621552 55.683909', 'Нагорный район')"
1467,"('37.526618 55.742889', 'район Дорогомилово')"
1468,"('37.526295 55.740026', 'район Дорогомилово')"
1469,"('37.537434 55.749633', 'Пресненский район')"
1470,"('37.511508 55.807956', 'район Сокол')"
1471,"('37.509343 55.625486', 'район Тёплый Стан')"
1472,"('37.7123 55.614927', 'район Орехово-Борисово Северное')"
1473,"('37.620698 55.653644', 'Не определен')"
1474,"('37.531289 55.790231', 'Хорошёвский район')"
